clientnum,customer_age,gender,education_level,marital_status,income_category
712315683,53,F,Uneducated,Single,Less than $40K
712319058,37,F,Uneducated,Married,Less than $40K
712319958,41,M,High School,Married,$80K - $120K
712322058,40,F,High School,Married,Less than $40K
712323183,38,M,Unknown,Married,$80K - $120K
712325433,39,F,Unknown,Single,Unknown
712326708,42,F,Unknown,Married,Less than $40K
712327608,54,F,Doctorate,Single,Less than $40K
712329933,47,F,High School,Unknown,Less than $40K
712332183,42,M,College,Single,$80K - $120K
712335858,48,F,Graduate,Married,Less than $40K
712337208,59,F,Unknown,Single,Unknown
712338033,36,M,High School,Married,$80K - $120K
712340733,42,F,Graduate,Unknown,Unknown
712341933,39,M,Graduate,Single,$60K - $80K
712342833,52,F,Graduate,Married,Unknown
712347258,43,F,Graduate,Married,Less than $40K
712349808,44,F,College,Single,Unknown
712350858,41,M,High School,Married,$80K - $120K
712351908,45,M,High School,Unknown,$80K - $120K
712361583,47,M,Graduate,Married,$80K - $120K
712363158,36,M,Graduate,Single,$60K - $80K
712364283,54,F,Doctorate,Married,$40K - $60K
712365483,51,M,Graduate,Single,$60K - $80K
712367658,58,M,Uneducated,Single,$80K - $120K
712369308,48,F,Doctorate,Divorced,$40K - $60K
712370208,48,M,Uneducated,Unknown,$60K - $80K
712372158,45,M,Unknown,Married,$120K +
712373208,43,M,Doctorate,Single,$60K - $80K
712374708,28,F,Graduate,Married,Unknown
712375758,53,M,Uneducated,Married,$80K - $120K
712378983,54,M,Unknown,Single,$80K - $120K
712381683,42,F,Unknown,Married,Unknown
712389108,43,F,Graduate,Married,Less than $40K
712390683,41,M,Uneducated,Single,$40K - $60K
712392108,51,M,High School,Married,$60K - $80K
712394283,44,F,Graduate,Divorced,Less than $40K
712395408,51,F,Graduate,Divorced,Less than $40K
712396908,57,F,Graduate,Married,Less than $40K
712399308,38,F,High School,Unknown,Less than $40K
712401033,36,M,Unknown,Single,Less than $40K
712403358,55,F,College,Single,$40K - $60K
712404483,49,M,High School,Married,$80K - $120K
712405908,50,M,High School,Unknown,$120K +
712407033,26,F,Uneducated,Unknown,Unknown
712407783,39,F,Graduate,Single,Less than $40K
712410858,50,F,Uneducated,Married,Unknown
712411908,44,M,High School,Married,$60K - $80K
712412958,41,F,Doctorate,Married,$40K - $60K
712414908,45,F,Unknown,Married,Unknown
712419708,56,F,Post-Graduate,Married,Less than $40K
712420833,49,F,College,Single,Unknown
712423233,44,M,High School,Divorced,$60K - $80K
712425258,46,F,Unknown,Single,Less than $40K
712428333,49,M,Uneducated,Single,$80K - $120K
712429458,50,M,Graduate,Unknown,$60K - $80K
712431183,52,F,Uneducated,Single,Less than $40K
712433508,59,F,Unknown,Married,Unknown
712434708,52,F,High School,Married,Less than $40K
712437108,49,M,Unknown,Married,$80K - $120K
712438308,27,F,High School,Married,Unknown
712440483,54,F,Uneducated,Married,Less than $40K
712441308,41,F,Unknown,Single,Unknown
712442508,52,F,Post-Graduate,Married,Less than $40K
712443558,39,F,College,Single,Unknown
712444533,43,M,High School,Single,$80K - $120K
712445583,33,F,College,Single,Unknown
712446783,50,F,Graduate,Married,Less than $40K
712447758,46,M,Graduate,Married,$80K - $120K
712448658,52,F,High School,Single,Less than $40K
712450008,50,F,Post-Graduate,Married,Unknown
712452033,26,M,Unknown,Single,Less than $40K
712453308,46,M,High School,Divorced,$40K - $60K
712454058,49,M,Doctorate,Married,$120K +
712454958,40,M,Graduate,Single,$60K - $80K
712457208,58,M,Graduate,Single,$80K - $120K
712459233,59,F,Post-Graduate,Married,$40K - $60K
712460433,39,M,Uneducated,Single,$40K - $60K
712463883,45,M,Unknown,Married,$120K +
712464933,44,M,Graduate,Married,$80K - $120K
712470033,44,F,College,Single,Less than $40K
712475733,38,F,High School,Married,Less than $40K
712479633,31,F,Unknown,Single,Less than $40K
712481733,55,F,Graduate,Married,Less than $40K
712484733,47,M,Unknown,Single,$60K - $80K
712487883,54,M,High School,Married,$80K - $120K
712489158,36,F,Uneducated,Single,Unknown
712490283,55,F,Graduate,Married,$40K - $60K
712491108,35,M,Post-Graduate,Married,$80K - $120K
712493058,42,F,High School,Single,Unknown
712494108,38,M,Post-Graduate,Single,$60K - $80K
712495233,31,F,Uneducated,Married,Less than $40K
712497783,56,F,Unknown,Married,Less than $40K
712500933,48,F,Graduate,Single,Unknown
712503408,57,M,Graduate,Married,$80K - $120K
712505658,51,F,Unknown,Single,Less than $40K
712506708,39,F,College,Single,Less than $40K
712507758,36,F,College,Unknown,Unknown
712509108,46,F,Doctorate,Single,Less than $40K
712510833,44,M,College,Married,$40K - $60K
712513458,47,F,High School,Single,Less than $40K
712514508,47,M,Unknown,Married,$120K +
712515558,35,M,College,Single,$60K - $80K
712516608,43,M,Graduate,Married,$80K - $120K
712517808,42,M,High School,Married,$60K - $80K
712521783,54,M,Graduate,Unknown,$80K - $120K
712523283,55,M,Unknown,Married,$120K +
712524858,34,M,Graduate,Single,Less than $40K
712531008,43,M,Unknown,Married,$120K +
712532058,44,M,Post-Graduate,Married,$40K - $60K
712533708,43,M,High School,Single,$80K - $120K
712542258,47,F,Unknown,Married,Less than $40K
712544358,48,M,Graduate,Married,$120K +
712545183,51,F,Uneducated,Single,Less than $40K
712546233,51,F,Unknown,Single,Less than $40K
712549758,40,F,Graduate,Married,Unknown
712551258,39,M,Uneducated,Married,Less than $40K
712552608,46,F,Graduate,Married,Less than $40K
712554183,65,F,College,Single,$40K - $60K
712555233,59,F,Graduate,Single,$40K - $60K
712556433,52,F,Graduate,Married,$40K - $60K
712557708,35,M,High School,Married,$60K - $80K
712559058,54,M,High School,Single,$80K - $120K
712560558,55,F,College,Single,Less than $40K
712562433,48,F,Unknown,Married,Less than $40K
712563408,33,M,Uneducated,Single,$40K - $60K
712566258,40,F,Post-Graduate,Divorced,Unknown
712567083,51,M,High School,Married,$80K - $120K
712568358,47,M,High School,Married,$60K - $80K
712569408,56,F,Doctorate,Single,$40K - $60K
712570458,51,F,High School,Married,Less than $40K
712571883,40,M,Graduate,Divorced,Less than $40K
712572858,38,M,High School,Single,$80K - $120K
712574583,34,F,Graduate,Single,Unknown
712575708,55,F,High School,Married,Less than $40K
712576908,30,M,High School,Married,$60K - $80K
712578933,35,F,High School,Married,$40K - $60K
712579983,40,F,Graduate,Single,Unknown
712580958,38,M,High School,Single,$120K +
712582983,47,F,Graduate,Married,Less than $40K
712586583,26,F,Graduate,Single,$40K - $60K
712589658,45,F,Uneducated,Unknown,Less than $40K
712591983,52,F,Graduate,Single,$40K - $60K
712593933,40,M,Doctorate,Married,$40K - $60K
712595433,58,M,Uneducated,Unknown,$120K +
712597233,37,M,Uneducated,Unknown,$40K - $60K
712599783,39,M,Uneducated,Single,$80K - $120K
712602708,36,M,Unknown,Unknown,$80K - $120K
712604133,54,M,Uneducated,Married,$80K - $120K
712606158,47,M,Uneducated,Married,$60K - $80K
712607583,56,M,College,Divorced,$80K - $120K
712608783,50,M,High School,Married,$80K - $120K
712609533,32,M,Uneducated,Single,$80K - $120K
712611108,59,F,Unknown,Single,Less than $40K
712612233,35,M,Graduate,Single,$60K - $80K
712613808,45,F,College,Single,Unknown
712615008,46,M,Graduate,Unknown,$120K +
712617408,31,M,Post-Graduate,Single,$40K - $60K
712619808,47,F,College,Single,Less than $40K
712620858,34,F,Doctorate,Married,Unknown
712623258,42,F,Graduate,Married,Less than $40K
712624383,52,M,College,Single,$80K - $120K
712627083,38,M,Uneducated,Married,$80K - $120K
712630608,43,F,High School,Unknown,Unknown
712634133,54,F,Graduate,Married,Less than $40K
712636308,65,F,High School,Married,$40K - $60K
712637283,36,F,Unknown,Unknown,Less than $40K
712640583,60,F,Doctorate,Married,Unknown
712642533,38,M,Unknown,Unknown,$80K - $120K
712643358,59,F,High School,Married,Less than $40K
712644483,46,M,High School,Single,$60K - $80K
712645908,43,M,High School,Married,$60K - $80K
712649058,54,F,Uneducated,Single,Less than $40K
712650333,48,M,College,Married,$60K - $80K
712652283,36,M,Uneducated,Divorced,$80K - $120K
712653183,49,F,Unknown,Single,Less than $40K
712654233,39,M,High School,Married,$80K - $120K
712655583,41,M,Graduate,Married,$40K - $60K
712656783,49,M,Graduate,Single,$120K +
712658283,36,F,Graduate,Single,$40K - $60K
712659408,57,M,High School,Married,$40K - $60K
712660308,44,F,High School,Single,Less than $40K
712661433,49,M,Uneducated,Single,$80K - $120K
712662783,43,F,College,Married,Unknown
712663533,40,M,High School,Single,$40K - $60K
712664658,35,F,Graduate,Single,Less than $40K
712665633,43,F,Graduate,Married,Less than $40K
712667058,39,F,Graduate,Single,Less than $40K
712667958,40,M,Uneducated,Single,$120K +
712669983,39,M,Graduate,Single,$80K - $120K
712672083,65,F,High School,Married,Less than $40K
712673283,36,F,Unknown,Single,Less than $40K
712674183,53,M,College,Married,$40K - $60K
712675158,56,M,Graduate,Single,$60K - $80K
712676208,46,F,High School,Single,Less than $40K
712677633,42,F,Uneducated,Divorced,Unknown
712681608,54,F,Uneducated,Single,Less than $40K
712682583,44,M,High School,Single,$60K - $80K
712683633,32,F,Unknown,Married,Less than $40K
712685733,57,F,Unknown,Single,Unknown
712687083,44,M,Graduate,Married,$60K - $80K
712688433,36,M,High School,Divorced,$120K +
712689333,38,M,Unknown,Single,$80K - $120K
712690458,38,F,Uneducated,Married,Less than $40K
712691883,41,F,High School,Married,Less than $40K
712693908,43,M,Graduate,Married,$120K +
712700358,36,F,Uneducated,Single,Less than $40K
712701333,53,M,High School,Married,$60K - $80K
712704933,49,F,High School,Unknown,$40K - $60K
712706058,44,F,Graduate,Single,Less than $40K
712707408,43,F,Unknown,Married,Less than $40K
712709508,48,F,Unknown,Single,Unknown
712710708,55,M,High School,Single,$40K - $60K
712713108,61,F,Graduate,Married,Unknown
712714008,39,F,Unknown,Married,$40K - $60K
712715208,52,M,High School,Single,$80K - $120K
712716108,46,F,Graduate,Single,Less than $40K
712718958,49,M,High School,Divorced,$40K - $60K
712720158,68,M,Graduate,Married,Unknown
712721358,48,F,Uneducated,Divorced,Less than $40K
712723608,44,F,Uneducated,Unknown,Less than $40K
712724733,31,F,Post-Graduate,Single,Less than $40K
712727283,55,M,Graduate,Married,$60K - $80K
712730583,29,M,Uneducated,Married,$60K - $80K
712732908,36,M,Graduate,Married,$80K - $120K
712733958,46,F,Unknown,Single,Less than $40K
712734933,43,F,College,Married,Less than $40K
712737108,48,F,High School,Married,Unknown
712740108,43,F,Uneducated,Divorced,Less than $40K
712742808,41,F,Uneducated,Married,Less than $40K
712747758,50,F,Uneducated,Single,Less than $40K
712751133,42,M,Doctorate,Single,$60K - $80K
712753758,57,F,High School,Single,Less than $40K
712755783,49,F,Graduate,Divorced,$40K - $60K
712757808,33,F,Uneducated,Married,Less than $40K
712760208,42,F,Graduate,Married,Unknown
712762758,46,M,Graduate,Married,$60K - $80K
712763808,38,M,Unknown,Single,$60K - $80K
712765158,26,F,High School,Single,Less than $40K
712766208,45,M,Uneducated,Single,$120K +
712767858,42,F,College,Single,$40K - $60K
712768983,51,M,Graduate,Single,$80K - $120K
712770408,42,F,Graduate,Unknown,Less than $40K
712771233,52,M,Unknown,Single,$80K - $120K
712774008,59,M,Uneducated,Married,Less than $40K
712774908,41,F,High School,Married,Less than $40K
712777233,65,M,Graduate,Single,Unknown
712778658,52,F,Graduate,Married,Less than $40K
712781883,36,F,Uneducated,Married,Less than $40K
712783083,48,F,High School,Married,Less than $40K
712784058,45,F,High School,Divorced,Unknown
712788258,48,M,College,Married,$40K - $60K
712789383,52,M,Graduate,Married,$120K +
712790358,39,F,Uneducated,Married,Unknown
712795833,34,F,Graduate,Married,Less than $40K
712797258,43,M,Graduate,Married,$120K +
712801758,37,F,Graduate,Single,$40K - $60K
712802733,45,F,High School,Divorced,Less than $40K
712804383,56,F,College,Married,Less than $40K
712805658,56,F,Uneducated,Single,Less than $40K
712807758,47,F,Graduate,Single,Less than $40K
712810233,40,F,Graduate,Married,Less than $40K
712812408,40,F,Unknown,Married,Less than $40K
712813458,49,M,Unknown,Married,$120K +
712814658,50,F,Graduate,Married,Less than $40K
712815858,57,F,High School,Single,Less than $40K
712816833,56,F,High School,Married,Unknown
712817808,39,M,Graduate,Married,$60K - $80K
712820208,32,F,High School,Divorced,Less than $40K
712821333,60,M,Uneducated,Married,$60K - $80K
712822758,52,F,Uneducated,Married,Less than $40K
712826208,39,F,Graduate,Married,$40K - $60K
712827258,37,M,Uneducated,Married,$40K - $60K
712828533,62,M,Graduate,Single,$60K - $80K
712829808,39,M,Uneducated,Married,$60K - $80K
712831908,59,F,College,Married,$40K - $60K
712833633,41,M,Post-Graduate,Married,$40K - $60K
712834533,51,F,Unknown,Single,Less than $40K
712835433,49,F,Uneducated,Married,Unknown
712837233,46,M,High School,Single,$120K +
712838358,40,F,Uneducated,Married,Less than $40K
712839633,38,M,Uneducated,Single,$80K - $120K
712840608,55,F,Uneducated,Married,Less than $40K
712841883,50,M,College,Single,$80K - $120K
712843983,41,F,College,Divorced,Less than $40K
712845258,41,M,Uneducated,Married,$80K - $120K
712846458,45,M,High School,Divorced,$80K - $120K
712847208,47,F,Graduate,Unknown,$40K - $60K
712849158,55,M,High School,Divorced,$80K - $120K
712851108,51,F,High School,Married,Unknown
712852233,64,F,Graduate,Single,Less than $40K
712853358,39,F,High School,Unknown,Less than $40K
712854633,49,F,Unknown,Single,Unknown
712855683,50,F,Post-Graduate,Married,Less than $40K
712860858,56,F,Graduate,Unknown,Unknown
712863183,46,F,Graduate,Married,$40K - $60K
712864683,42,F,Doctorate,Single,Less than $40K
712865583,57,F,Graduate,Married,$40K - $60K
712866933,51,M,Graduate,Married,$60K - $80K
712867983,54,F,Uneducated,Single,Less than $40K
712868733,60,M,Uneducated,Married,Less than $40K
712869783,56,F,Graduate,Single,Less than $40K
712872183,35,F,Uneducated,Single,Less than $40K
712874433,45,M,Unknown,Single,Less than $40K
712876233,53,M,Graduate,Single,$80K - $120K
712877733,48,M,Graduate,Married,$80K - $120K
712879158,49,M,High School,Married,$60K - $80K
712880283,31,M,Uneducated,Married,$40K - $60K
712881483,55,M,Post-Graduate,Married,$80K - $120K
712884408,43,F,High School,Single,Unknown
712885533,50,M,Graduate,Married,$80K - $120K
712886733,44,F,Graduate,Unknown,Less than $40K
712887633,39,M,Unknown,Single,$80K - $120K
712890408,45,M,Uneducated,Married,$60K - $80K
712891833,45,F,Graduate,Unknown,Less than $40K
712894308,47,M,High School,Married,$80K - $120K
712895733,40,M,Uneducated,Single,$80K - $120K
712899333,47,F,College,Single,Less than $40K
712900308,44,F,College,Single,Less than $40K
712901283,53,F,Graduate,Single,$40K - $60K
712902483,35,M,High School,Married,$60K - $80K
712905708,53,F,Graduate,Married,Less than $40K
712912233,50,F,Post-Graduate,Divorced,Less than $40K
712914783,43,M,Graduate,Single,$40K - $60K
712916958,55,F,Graduate,Married,Unknown
712918083,44,F,Unknown,Single,Less than $40K
712920633,49,F,Unknown,Married,$40K - $60K
712924383,55,M,Unknown,Single,$60K - $80K
712925808,51,F,Unknown,Married,$40K - $60K
712927383,51,F,Uneducated,Single,Less than $40K
712931733,49,F,Graduate,Single,Less than $40K
712933083,37,M,Uneducated,Single,$80K - $120K
712934583,44,F,Uneducated,Married,Less than $40K
712936908,36,M,Unknown,Single,$60K - $80K
712938258,45,M,Graduate,Single,Less than $40K
712939533,43,M,Graduate,Married,$60K - $80K
712940508,39,M,Unknown,Single,$40K - $60K
712941483,51,F,Post-Graduate,Married,$40K - $60K
712942308,42,M,Doctorate,Single,$60K - $80K
712943508,48,F,Graduate,Married,Less than $40K
712947333,54,F,Unknown,Married,Less than $40K
712948383,48,M,Graduate,Married,$60K - $80K
712949733,46,M,High School,Single,$40K - $60K
712950783,48,F,Uneducated,Married,Less than $40K
712952283,50,M,Graduate,Married,$120K +
712953483,64,F,Graduate,Single,Less than $40K
712955433,36,F,Uneducated,Unknown,$40K - $60K
712960308,33,F,High School,Single,Less than $40K
712961658,45,F,Uneducated,Married,Less than $40K
712965183,63,F,Graduate,Married,Less than $40K
712966458,51,M,Unknown,Married,$80K - $120K
712967508,47,M,Doctorate,Unknown,$60K - $80K
712968708,55,F,High School,Single,$40K - $60K
712971708,43,F,Unknown,Single,Less than $40K
712973733,58,M,Graduate,Married,$60K - $80K
712974558,56,F,College,Single,Less than $40K
712977183,57,F,Uneducated,Single,$40K - $60K
712979133,55,M,High School,Married,$80K - $120K
712980333,33,M,Graduate,Divorced,$60K - $80K
712981383,44,F,College,Married,Less than $40K
712982808,47,M,Doctorate,Divorced,$80K - $120K
712984983,43,F,Unknown,Married,Less than $40K
712986483,32,M,College,Unknown,$80K - $120K
712987608,51,F,Doctorate,Single,Less than $40K
712988958,42,M,Graduate,Single,$60K - $80K
712990458,44,F,Graduate,Married,Unknown
712991808,53,M,Uneducated,Married,$60K - $80K
712993008,58,F,Unknown,Single,Less than $40K
712996833,40,F,High School,Married,Unknown
712998033,37,M,High School,Single,$120K +
712999008,40,F,Graduate,Single,Less than $40K
713000058,51,F,Graduate,Married,$40K - $60K
713003358,40,M,Graduate,Single,$80K - $120K
713004933,40,M,High School,Married,$60K - $80K
713005908,47,F,Graduate,Married,$40K - $60K
713008308,59,F,Unknown,Married,Less than $40K
713009208,54,F,Graduate,Single,Less than $40K
713010483,43,F,Graduate,Married,$40K - $60K
713011683,37,F,College,Married,Unknown
713013483,40,F,Graduate,Divorced,Less than $40K
713014533,54,F,Unknown,Single,$40K - $60K
713015433,50,F,Unknown,Married,Less than $40K
713016633,47,M,High School,Single,$60K - $80K
713017758,47,F,Uneducated,Single,Less than $40K
713019783,41,F,High School,Married,$40K - $60K
713021208,55,F,College,Single,Unknown
713023158,39,F,College,Married,$40K - $60K
713025558,53,F,Doctorate,Single,Less than $40K
713027058,46,F,Doctorate,Single,Less than $40K
713029683,64,M,Graduate,Single,Less than $40K
713030958,57,F,College,Married,Less than $40K
713032233,53,F,Graduate,Single,Less than $40K
713036208,46,M,Graduate,Married,$40K - $60K
713037333,63,M,Graduate,Single,$80K - $120K
713039808,45,M,College,Married,Less than $40K
713041683,55,M,Graduate,Married,$120K +
713043183,61,M,High School,Single,$40K - $60K
713047608,40,F,College,Unknown,Less than $40K
713048733,50,M,Uneducated,Married,$120K +
713049933,65,F,High School,Married,Unknown
713053383,42,M,Graduate,Married,$80K - $120K
713056083,52,M,High School,Single,$120K +
713057658,48,F,Unknown,Divorced,Less than $40K
713058858,54,F,Graduate,Unknown,Less than $40K
713060283,43,F,Graduate,Married,$40K - $60K
713061558,44,M,Graduate,Married,$40K - $60K
713063958,51,M,Graduate,Single,$80K - $120K
713064783,60,F,Unknown,Unknown,$40K - $60K
713067033,37,M,Uneducated,Single,Unknown
713068833,44,F,Uneducated,Single,Less than $40K
713070033,56,F,Graduate,Single,Less than $40K
713071383,54,F,Unknown,Single,Unknown
713072358,42,M,Graduate,Married,$80K - $120K
713075283,51,M,High School,Single,$120K +
713079108,51,F,Graduate,Married,Less than $40K
713081583,51,F,Unknown,Married,Less than $40K
713082708,41,F,High School,Married,Less than $40K
713084208,43,M,College,Married,$40K - $60K
713086008,58,F,High School,Married,Less than $40K
713086908,26,M,High School,Single,$40K - $60K
713087958,53,M,High School,Divorced,$120K +
713089458,44,M,High School,Married,Less than $40K
713090658,58,F,Uneducated,Single,Unknown
713094483,43,F,Unknown,Married,$40K - $60K
713095533,44,F,High School,Divorced,Less than $40K
713096583,40,F,High School,Single,Less than $40K
713101383,44,F,Unknown,Married,$40K - $60K
713102733,38,F,Graduate,Single,Less than $40K
713104458,46,M,Graduate,Single,$40K - $60K
713105508,46,M,High School,Single,$60K - $80K
713108433,53,M,College,Married,$80K - $120K
713110908,30,M,Unknown,Married,Less than $40K
713111883,51,M,Unknown,Married,$120K +
713114133,42,F,Uneducated,Single,Less than $40K
713115483,44,F,Uneducated,Married,Less than $40K
713118183,31,M,Unknown,Married,$40K - $60K
713119308,50,F,Unknown,Single,Less than $40K
713120433,55,F,High School,Married,$40K - $60K
713121408,38,M,College,Married,$80K - $120K
713124558,43,F,Graduate,Married,Unknown
713126733,56,M,College,Married,$120K +
713127708,38,F,Uneducated,Married,Less than $40K
713128833,49,M,Unknown,Unknown,$60K - $80K
713131158,58,M,Uneducated,Single,$80K - $120K
713132133,54,F,Unknown,Married,Less than $40K
713133258,38,M,Unknown,Single,$80K - $120K
713134458,54,M,High School,Married,$120K +
713135883,65,F,High School,Married,Unknown
713137233,41,M,High School,Single,$80K - $120K
713138433,50,M,Graduate,Single,$60K - $80K
713144208,51,F,High School,Married,Unknown
713146683,35,F,High School,Unknown,Unknown
713149683,44,F,College,Single,Less than $40K
713151258,55,M,Graduate,Single,$40K - $60K
713152383,40,F,Uneducated,Married,Less than $40K
713153733,49,F,Graduate,Unknown,Less than $40K
713158083,56,M,High School,Single,$120K +
713159133,32,F,High School,Single,Less than $40K
713160258,54,F,Graduate,Married,Less than $40K
713162358,49,F,Unknown,Single,$40K - $60K
713163258,38,F,Unknown,Married,Unknown
713166333,38,F,High School,Married,Unknown
713167383,57,F,High School,Single,Less than $40K
713168733,65,F,Unknown,Single,Less than $40K
713171358,46,F,College,Single,Less than $40K
713172408,54,M,Unknown,Married,$80K - $120K
713175483,44,F,Graduate,Married,Less than $40K
713177808,57,F,College,Single,Less than $40K
713179083,32,F,Uneducated,Single,Unknown
713180433,56,F,Graduate,Single,Unknown
713181558,55,F,Doctorate,Married,Unknown
713182458,53,M,High School,Married,$80K - $120K
713183508,39,F,High School,Married,Unknown
713184858,58,F,High School,Single,Less than $40K
713186058,42,F,Unknown,Married,$40K - $60K
713187033,46,M,Uneducated,Married,$60K - $80K
713188383,54,F,College,Married,Less than $40K
713193408,59,F,Unknown,Single,Less than $40K
713194608,37,M,Graduate,Married,Less than $40K
713195808,37,F,High School,Married,Unknown
713197308,42,M,Graduate,Married,$60K - $80K
713199558,57,F,Doctorate,Single,Less than $40K
713203908,26,M,Uneducated,Single,$40K - $60K
713205108,42,F,Graduate,Married,$40K - $60K
713206683,40,M,Graduate,Single,$80K - $120K
713208033,43,F,High School,Married,Less than $40K
713209308,59,M,Graduate,Single,$60K - $80K
713213133,36,M,Graduate,Single,$40K - $60K
713214558,52,M,Graduate,Married,$60K - $80K
713216883,64,F,Unknown,Married,Less than $40K
713217858,38,F,Uneducated,Single,Less than $40K
713220258,65,F,High School,Married,Unknown
713227233,42,M,Graduate,Single,$80K - $120K
713229633,45,F,Unknown,Married,$40K - $60K
713231658,45,F,Doctorate,Single,Less than $40K
713233908,33,M,Graduate,Divorced,$60K - $80K
713236458,55,M,Unknown,Single,$60K - $80K
713237958,34,M,Graduate,Married,$40K - $60K
713239308,43,F,High School,Married,Unknown
713240133,42,F,High School,Married,Less than $40K
713241033,34,M,Graduate,Married,$60K - $80K
713242383,39,M,Uneducated,Married,$120K +
713246208,65,M,Unknown,Single,$40K - $60K
713247408,51,F,Uneducated,Unknown,Less than $40K
713249883,51,F,Uneducated,Married,$40K - $60K
713251008,43,F,Uneducated,Married,Unknown
713253858,50,F,College,Married,Unknown
713254983,62,M,Uneducated,Single,$60K - $80K
713256033,39,F,Uneducated,Single,Unknown
713257083,46,F,Unknown,Married,$40K - $60K
713259858,26,M,High School,Single,$40K - $60K
713261133,38,M,Graduate,Unknown,$60K - $80K
713263758,53,F,College,Single,Less than $40K
713264583,43,M,High School,Married,$120K +
713265858,44,M,Graduate,Married,$120K +
713267133,41,F,Post-Graduate,Married,Less than $40K
713269533,42,M,College,Single,$80K - $120K
713271708,46,M,Uneducated,Married,Less than $40K
713274183,45,F,Graduate,Single,Less than $40K
713276733,45,F,Graduate,Single,Less than $40K
713277783,45,F,Uneducated,Married,$40K - $60K
713279808,53,M,Unknown,Married,$60K - $80K
713281833,37,M,Unknown,Single,$40K - $60K
713282733,37,F,Graduate,Single,$40K - $60K
713283933,42,M,Uneducated,Married,$40K - $60K
713285058,46,F,Doctorate,Single,Less than $40K
713287608,54,F,High School,Married,Less than $40K
713289183,53,F,Doctorate,Married,Less than $40K
713292933,36,F,Graduate,Single,Unknown
713293983,52,M,Post-Graduate,Divorced,$60K - $80K
713295183,48,M,Graduate,Divorced,$80K - $120K
713299758,53,M,High School,Single,Less than $40K
713301633,57,F,Doctorate,Single,Unknown
713302758,49,M,Graduate,Married,$120K +
713303733,53,M,Graduate,Married,$120K +
713305233,55,M,Graduate,Single,$80K - $120K
713307708,64,F,Unknown,Married,$40K - $60K
713308683,52,M,Uneducated,Single,$80K - $120K
713309583,55,F,College,Married,Less than $40K
713310558,47,F,Graduate,Married,$40K - $60K
713312208,53,M,High School,Married,$40K - $60K
713314533,40,M,Unknown,Single,$60K - $80K
713315433,61,M,Uneducated,Married,$60K - $80K
713316558,41,M,High School,Married,$60K - $80K
713318733,32,M,College,Single,$60K - $80K
713320008,48,M,Graduate,Single,$80K - $120K
713321508,47,F,Unknown,Single,Less than $40K
713322633,54,M,Graduate,Married,$40K - $60K
713325108,36,M,Post-Graduate,Married,$60K - $80K
713328108,60,F,College,Married,Less than $40K
713330133,37,F,Graduate,Married,Less than $40K
713331408,35,M,Uneducated,Married,$40K - $60K
713333433,49,M,Uneducated,Unknown,$60K - $80K
713334483,46,M,Post-Graduate,Single,$60K - $80K
713336883,61,F,High School,Single,Less than $40K
713339283,54,M,Unknown,Married,$60K - $80K
713343333,42,M,Unknown,Married,$40K - $60K
713345508,43,F,High School,Single,Less than $40K
713346558,45,M,Graduate,Divorced,$60K - $80K
713347608,54,F,Post-Graduate,Single,Less than $40K
713348433,42,F,High School,Single,$40K - $60K
713350908,41,F,Uneducated,Married,$40K - $60K
713352183,30,M,Post-Graduate,Married,Less than $40K
713355708,41,F,High School,Married,Unknown
713356833,52,M,Graduate,Married,$80K - $120K
713358633,30,M,Graduate,Single,$60K - $80K
713362158,50,M,Unknown,Single,$120K +
713363583,34,M,Uneducated,Single,$120K +
713364783,42,F,Post-Graduate,Single,Less than $40K
713366583,63,F,High School,Married,Less than $40K
713367858,47,M,Unknown,Single,$40K - $60K
713368833,49,M,College,Single,$60K - $80K
713370033,53,F,Graduate,Single,Less than $40K
713371233,43,F,Graduate,Married,Less than $40K
713372583,42,F,High School,Single,Less than $40K
713373708,54,F,Unknown,Single,Less than $40K
713374533,52,F,Unknown,Single,$40K - $60K
713375658,37,M,Graduate,Divorced,$40K - $60K
713378133,54,F,Post-Graduate,Single,Less than $40K
713379258,32,F,High School,Married,Less than $40K
713380308,42,F,Uneducated,Single,Less than $40K
713381433,38,F,High School,Married,Less than $40K
713382558,57,F,College,Single,Less than $40K
713384508,28,M,High School,Single,Less than $40K
713388108,62,F,High School,Unknown,Less than $40K
713389233,49,F,High School,Single,Unknown
713390433,44,M,Graduate,Unknown,$60K - $80K
713394858,48,M,Post-Graduate,Married,$40K - $60K
713396358,32,F,Graduate,Single,Unknown
713398158,45,M,Post-Graduate,Married,$40K - $60K
713399583,49,M,Unknown,Married,$80K - $120K
713401758,45,M,Uneducated,Married,$120K +
713405133,51,M,College,Married,$120K +
713407458,62,F,Graduate,Single,Unknown
713412558,39,F,Post-Graduate,Married,Less than $40K
713413758,26,F,College,Single,Unknown
713416233,38,M,Graduate,Married,$80K - $120K
713417433,42,M,Graduate,Single,$40K - $60K
713418558,46,F,Graduate,Divorced,Less than $40K
713419908,58,F,High School,Married,Unknown
713422083,30,F,Graduate,Single,Less than $40K
713424108,37,M,Graduate,Single,$60K - $80K
713425383,59,F,High School,Single,Less than $40K
713426358,28,F,College,Married,Unknown
713428833,42,M,Unknown,Married,$80K - $120K
713431008,46,F,High School,Married,Unknown
713432508,42,F,Post-Graduate,Married,Less than $40K
713435058,49,F,High School,Divorced,Less than $40K
713436183,42,F,High School,Married,$40K - $60K
713437008,40,F,Graduate,Married,Unknown
