clientnum,attrition_flag,dependent_count,card_category,months_on_book,months_inactive_12_mon,contacts_count_12_mon,credit_limit,avg_open_to_buy,avg_utilization_ratio
708880683,Existing Customer,5,Blue,40,3,4,3970,3078,0.225
714785508,Existing Customer,2,Silver,40,3,2,34516,33203,0.038
711686658,Existing Customer,5,Silver,40,2,2,34516,33099,0.041
797228883,Existing Customer,2,Blue,40,3,0,3981,3981,0
711834708,Existing Customer,4,Blue,40,2,5,4047,2565,0.366
712128258,Existing Customer,4,Silver,40,3,5,13704,11577,0.155
718043583,Existing Customer,2,Blue,40,3,4,21794,20426,0.063
747551658,Existing Customer,3,Silver,40,3,2,34516,33145,0.04
717642633,Existing Customer,2,Blue,40,3,3,3750,1949,0.48
772721208,Existing Customer,2,Blue,40,3,3,17655,15935,0.097
711348033,Existing Customer,2,Blue,40,3,2,5435,4192,0.229
710734308,Existing Customer,1,Blue,40,3,3,6481,4912,0.242
712503408,Existing Customer,2,Blue,40,3,4,17925,16016,0.106
772366833,Existing Customer,2,Blue,40,2,3,4003,2152,0.462
768805383,Existing Customer,3,Blue,39,1,3,12691,11914,0.061
710916408,Existing Customer,4,Blue,39,3,0,8466,6580,0.223
771894558,Existing Customer,3,Blue,39,1,4,9964,8405,0.156
822063408,Existing Customer,4,Blue,39,1,2,6111,3594,0.412
714171108,Existing Customer,3,Blue,39,2,3,2115,974,0.539
799471833,Existing Customer,1,Blue,39,2,2,3133,1623,0.482
754897008,Existing Customer,3,Blue,39,3,2,9432,8014,0.15
778928283,Existing Customer,3,Blue,39,2,1,2742,421,0.846
716984658,Existing Customer,1,Blue,39,2,3,34516,34516,0
788868858,Existing Customer,2,Blue,39,4,2,2702,185,0.932
790134408,Existing Customer,4,Blue,39,2,3,10741,9986,0.07
828281733,Existing Customer,4,Blue,39,3,3,14881,14033,0.057
821837958,Existing Customer,3,Blue,39,3,1,24850,23188,0.067
718349058,Existing Customer,3,Blue,39,3,2,29659,28516,0.039
712049208,Existing Customer,3,Blue,39,1,2,3955,1438,0.636
719443683,Attrited Customer,1,Blue,39,2,3,27512,25375,0.078
709345008,Attrited Customer,2,Blue,39,2,3,1438.3,1438.3,0
720923658,Existing Customer,3,Blue,39,2,2,4734,3780,0.202
710280558,Existing Customer,1,Blue,39,3,2,8796,6279,0.286
809292483,Existing Customer,4,Blue,39,2,2,8128,6282,0.227
816829608,Existing Customer,2,Blue,39,2,2,1438.3,1438.3,0
708249708,Existing Customer,1,Blue,39,3,3,4844,3268,0.325
759823158,Existing Customer,1,Blue,39,3,3,5374,3050,0.432
708983658,Attrited Customer,2,Blue,39,3,1,16868,16868,0
794831733,Existing Customer,5,Blue,39,3,2,2156,948,0.56
826775058,Existing Customer,3,Blue,39,1,2,4175,1658,0.603
813240408,Existing Customer,4,Blue,39,3,2,24880,24044,0.034
710111733,Existing Customer,2,Blue,39,1,3,8091,6095,0.247
713378133,Existing Customer,0,Silver,39,2,3,11696,9408,0.196
717776808,Existing Customer,4,Blue,39,2,3,7353,5903,0.197
813952233,Existing Customer,3,Blue,39,2,4,2978,844,0.717
717249783,Existing Customer,4,Blue,39,2,2,1815,1075,0.408
715511658,Existing Customer,5,Blue,39,1,4,4568,4568,0
715708308,Existing Customer,3,Blue,39,1,3,2112,518,0.755
716169258,Existing Customer,5,Blue,39,3,4,7128,5568,0.219
794649858,Existing Customer,1,Blue,39,3,3,2210,586,0.735
827888433,Existing Customer,4,Blue,39,2,2,6648,4406,0.337
719101908,Existing Customer,1,Blue,39,3,3,2002,754,0.623
780276258,Existing Customer,2,Blue,39,2,3,13091,12106,0.075
788788758,Existing Customer,3,Blue,39,1,2,7469,5717,0.235
720231108,Existing Customer,2,Blue,39,4,3,3451,3451,0
791856033,Attrited Customer,2,Blue,39,4,4,34516,34516,0
716448783,Attrited Customer,3,Blue,39,4,3,6235,6235,0
778407033,Existing Customer,0,Blue,39,3,4,2417,485,0.799
709839858,Existing Customer,2,Blue,39,4,3,4608,3531,0.234
716096358,Existing Customer,3,Blue,39,4,1,2551,298,0.883
765824058,Existing Customer,4,Blue,39,3,1,5106,3567,0.301
712905708,Existing Customer,1,Blue,39,2,4,2590,1026,0.604
805522758,Existing Customer,1,Blue,39,2,4,2311,481,0.792
715517733,Attrited Customer,3,Silver,39,0,4,13092,11130,0.15
714138408,Existing Customer,3,Blue,39,1,4,9264,8635,0.068
792912708,Existing Customer,5,Silver,39,1,5,15198,13100,0.138
820981383,Existing Customer,4,Blue,39,1,4,9235,7439,0.194
711426033,Existing Customer,2,Blue,39,2,2,11332,10386,0.083
719470458,Attrited Customer,3,Blue,39,4,3,4026,3783,0.06
773364483,Existing Customer,4,Silver,39,1,2,34516,33218,0.038
790186458,Existing Customer,3,Blue,39,1,0,17996,17132,0.048
804577833,Existing Customer,2,Blue,39,1,0,6861,4760,0.306
788783133,Existing Customer,0,Blue,39,3,3,6679,5472,0.181
719146008,Attrited Customer,3,Blue,39,4,3,18672,16155,0.135
715883358,Existing Customer,3,Blue,39,3,2,18352,16843,0.082
818034558,Existing Customer,2,Blue,39,3,3,22075,20569,0.068
715720083,Existing Customer,5,Blue,39,2,3,13241,13241,0
789871233,Existing Customer,3,Blue,39,3,2,2361,1019,0.568
710958033,Existing Customer,5,Blue,39,2,2,1993,1993,0
708758658,Existing Customer,4,Blue,39,1,1,34516,33973,0.016
717427983,Existing Customer,3,Silver,39,3,4,11176,8754,0.217
708911508,Existing Customer,2,Blue,39,3,2,2046,2046,0
788957358,Existing Customer,1,Blue,39,3,2,4930,2703,0.452
715690908,Existing Customer,3,Silver,39,3,2,12222,10962,0.103
716037708,Existing Customer,0,Blue,39,3,3,9474,8453,0.108
711502908,Existing Customer,3,Blue,39,2,2,7532,7532,0
719398158,Existing Customer,2,Blue,39,1,3,9854,7968,0.191
715858008,Attrited Customer,1,Blue,39,3,3,8061,5544,0.312
797743233,Existing Customer,3,Blue,39,2,3,5996,5131,0.144
719912808,Existing Customer,2,Blue,39,3,4,14973,14973,0
789593058,Existing Customer,5,Blue,39,2,3,24248,23228,0.042
710605458,Existing Customer,2,Blue,39,3,2,7223,5260,0.272
719570733,Existing Customer,2,Blue,39,2,3,1629,651,0.6
716235783,Existing Customer,3,Blue,39,2,4,7109,6243,0.122
715140933,Existing Customer,3,Silver,39,2,4,21425,19966,0.068
717242058,Attrited Customer,5,Blue,39,3,4,3981,3981,0
712644483,Existing Customer,3,Blue,39,3,1,20229,19012,0.06
712000758,Existing Customer,4,Silver,39,2,1,34516,32557,0.057
769985883,Existing Customer,2,Blue,39,3,3,1613,1613,0
827055333,Existing Customer,3,Blue,39,3,5,8513,7471,0.122
772116408,Existing Customer,1,Blue,39,1,1,2421,1392,0.425
710504283,Existing Customer,1,Blue,39,3,4,14817,13354,0.099
713919183,Existing Customer,3,Blue,39,3,4,13824,12242,0.114
818903583,Existing Customer,5,Blue,39,2,0,16034,14437,0.1
737986083,Existing Customer,3,Blue,39,1,4,23642,21593,0.087
718739508,Existing Customer,5,Blue,39,2,4,5455,4238,0.223
779995833,Existing Customer,0,Blue,39,2,4,10177,8429,0.172
713701533,Existing Customer,2,Blue,39,3,2,9773,7775,0.204
714429258,Existing Customer,5,Blue,39,3,3,11464,11464,0
773457558,Existing Customer,5,Silver,39,2,2,15677,14450,0.078
712546233,Existing Customer,3,Blue,39,1,3,2990,2990,0
769063308,Existing Customer,3,Blue,39,2,2,29003,26680,0.08
789365508,Attrited Customer,2,Blue,39,3,4,14839,14327,0.035
806641683,Existing Customer,3,Silver,39,2,2,34516,33055,0.042
719095533,Existing Customer,4,Blue,39,3,3,2680,1028,0.616
716575758,Attrited Customer,2,Blue,39,3,2,1438.3,1438.3,0
784560258,Existing Customer,1,Blue,39,2,0,21721,20474,0.057
720541758,Existing Customer,4,Blue,39,1,2,4948,3293,0.334
804708633,Existing Customer,3,Blue,39,2,2,7323,7323,0
713971608,Existing Customer,4,Blue,39,1,4,7232,5402,0.253
718583133,Existing Customer,3,Blue,39,2,0,4389,3408,0.224
718599108,Existing Customer,3,Blue,39,3,2,3230,2058,0.363
713446083,Existing Customer,4,Blue,39,2,3,11545,9813,0.15
819714408,Attrited Customer,2,Blue,39,3,3,5666,3280,0.421
719455083,Existing Customer,3,Blue,39,3,4,2991,1483,0.504
762775908,Existing Customer,2,Blue,39,1,2,12295,11003,0.105
719196858,Existing Customer,2,Blue,39,1,4,6508,4232,0.35
710096658,Existing Customer,3,Blue,39,3,3,2606,628,0.759
828343083,Existing Customer,4,Blue,39,3,3,2786,993,0.644
815353083,Attrited Customer,1,Silver,39,3,2,34516,32155,0.068
813890883,Existing Customer,1,Blue,39,2,1,1555,1555,0
768256908,Attrited Customer,3,Blue,39,3,4,8580,6944,0.191
716654808,Attrited Customer,4,Blue,39,4,4,24593,24593,0
711993258,Existing Customer,0,Blue,39,3,2,8264,6207,0.249
716711433,Attrited Customer,5,Blue,39,3,1,7897,7740,0.02
720479058,Existing Customer,1,Blue,39,2,2,1438.3,587.3,0.592
779192283,Existing Customer,2,Blue,39,1,2,6462,3945,0.39
709192233,Attrited Customer,2,Blue,39,2,1,1773,1773,0
716556258,Existing Customer,3,Blue,39,1,3,9966,9966,0
780206958,Existing Customer,4,Blue,39,2,2,5937,3817,0.357
715948833,Existing Customer,4,Blue,39,2,4,24931,23578,0.054
713681433,Existing Customer,2,Blue,39,2,4,9716,8842,0.09
710353233,Existing Customer,3,Blue,39,3,2,13233,12127,0.084
719239158,Existing Customer,3,Blue,39,3,2,5448,5448,0
758086458,Existing Customer,3,Blue,39,3,4,1438.3,1438.3,0
708812133,Existing Customer,3,Blue,39,3,0,2270,623,0.726
720690933,Existing Customer,4,Blue,39,1,3,2641,1057,0.6
824163333,Existing Customer,5,Blue,39,2,4,3161,737,0.767
823557333,Existing Customer,2,Blue,39,3,3,2734,217,0.921
716736858,Existing Customer,4,Blue,39,3,2,3144,3144,0
780790008,Existing Customer,3,Blue,39,3,2,1457,894,0.386
754564308,Existing Customer,3,Blue,39,3,2,2644,518,0.804
716860233,Existing Customer,3,Blue,39,3,0,8148,7447,0.086
827968383,Existing Customer,3,Blue,39,3,2,3370,1086,0.678
711606558,Existing Customer,1,Blue,39,2,2,1909,1043,0.454
713886333,Attrited Customer,2,Blue,39,3,1,18660,17932,0.039
711700158,Existing Customer,2,Blue,39,3,2,1580,960,0.392
712807758,Attrited Customer,3,Blue,39,3,3,1438.3,1438.3,0
797491683,Attrited Customer,5,Silver,39,2,3,34516,32552,0.057
778760808,Existing Customer,2,Blue,39,1,3,8431,6569,0.221
712834533,Existing Customer,2,Blue,39,2,4,2673,1398,0.477
716453883,Existing Customer,5,Blue,39,3,1,3889,2050,0.473
772545858,Existing Customer,4,Blue,39,2,3,5095,5095,0
712854633,Existing Customer,2,Blue,39,1,3,11320,11320,0
708223383,Attrited Customer,3,Blue,39,3,4,11410,10431,0.086
807600633,Existing Customer,2,Blue,39,4,1,9856,9185,0.068
712778658,Existing Customer,3,Blue,39,3,3,2001,1092,0.454
714647808,Existing Customer,0,Blue,39,3,0,2434,2434,0
720028683,Existing Customer,2,Blue,39,3,4,2720,794,0.708
719672283,Existing Customer,4,Silver,39,2,4,33122,31535,0.048
715004808,Existing Customer,2,Blue,39,3,1,2992,1147,0.617
713696808,Attrited Customer,3,Blue,39,3,0,1801,1485,0.175
721349883,Existing Customer,4,Blue,39,2,1,2847,765,0.731
779841483,Attrited Customer,1,Blue,39,3,3,12972,11548,0.11
718160358,Attrited Customer,1,Blue,39,3,2,1438.3,1438.3,0
767280633,Existing Customer,2,Blue,39,2,2,3003,1549,0.484
720296808,Attrited Customer,3,Blue,39,3,2,4173,2402,0.424
721366308,Existing Customer,3,Blue,39,3,1,13509,11449,0.152
719245083,Existing Customer,1,Blue,39,3,4,1773,234,0.868
708997833,Existing Customer,4,Blue,39,3,1,3255,2652,0.185
812488608,Existing Customer,3,Blue,39,1,3,5024,2815,0.44
775152708,Attrited Customer,3,Blue,39,3,4,20769,19868,0.043
710506683,Existing Customer,4,Blue,39,1,0,1746,1746,0
713132133,Existing Customer,1,Blue,39,2,4,2720,1026,0.623
708324483,Existing Customer,4,Blue,39,3,4,1548,1548,0
719286708,Existing Customer,1,Blue,39,5,2,2434,1094,0.551
713339283,Existing Customer,3,Blue,39,3,4,6348,5550,0.126
711937158,Existing Customer,3,Blue,39,3,3,2501,2501,0
814840833,Attrited Customer,4,Blue,39,3,2,7924,5407,0.318
716352033,Existing Customer,2,Blue,39,3,3,2796,1761,0.37
820593033,Existing Customer,2,Silver,39,1,2,18524,16788,0.094
768544833,Existing Customer,4,Blue,39,2,3,2202,788,0.642
709729533,Attrited Customer,3,Blue,39,3,1,1809,1352,0.253
718384233,Existing Customer,5,Silver,39,2,2,17835,16967,0.049
773257233,Existing Customer,4,Blue,39,2,3,7128,5671,0.204
710595783,Existing Customer,3,Blue,39,1,2,6644,4562,0.313
708427908,Existing Customer,4,Blue,39,3,1,2035,692,0.66
721228308,Attrited Customer,2,Blue,39,3,3,3899,3899,0
716023533,Existing Customer,1,Blue,39,3,2,2880,884,0.693
807990108,Existing Customer,1,Blue,39,2,3,11362,11362,0
718626033,Attrited Customer,3,Blue,39,3,2,10061,10061,0
712434708,Attrited Customer,3,Blue,39,3,2,3302,785,0.762
772578858,Existing Customer,1,Blue,39,4,2,2904,701,0.759
714046608,Existing Customer,0,Blue,39,6,3,19719,18324,0.071
787501758,Existing Customer,3,Blue,39,2,1,4038,2801,0.306
719782458,Existing Customer,1,Blue,39,3,3,7201,5209,0.277
708998583,Existing Customer,4,Blue,39,2,2,1790,1790,0
782802033,Attrited Customer,4,Blue,39,2,2,3411,1939,0.432
717429258,Attrited Customer,3,Blue,39,3,4,1644,1144,0.304
713119308,Existing Customer,3,Blue,39,4,3,1852,1852,0
712258308,Existing Customer,4,Blue,39,1,3,2755,1272,0.538
712117983,Existing Customer,4,Blue,39,3,2,17285,15432,0.107
801715383,Attrited Customer,4,Blue,39,3,2,12890,12890,0
809307108,Existing Customer,1,Blue,39,3,2,2021,839,0.585
787747308,Attrited Customer,4,Blue,39,3,2,3468,951,0.726
716901858,Existing Customer,4,Blue,39,1,2,1438.3,1438.3,0
720815208,Attrited Customer,0,Blue,39,3,3,34516,34300,0.006
711808383,Existing Customer,3,Blue,39,1,3,6362,4653,0.269
795713058,Existing Customer,3,Blue,39,1,2,4409,2656,0.398
789487308,Existing Customer,2,Blue,39,2,2,10033,10033,0
778801608,Existing Customer,2,Blue,39,4,2,3606,1744,0.516
720155583,Existing Customer,2,Blue,39,2,3,2426,837,0.655
757662258,Existing Customer,4,Blue,39,1,1,2477,997,0.597
794068308,Existing Customer,4,Gold,39,1,2,23981,22297,0.07
716919633,Existing Customer,1,Blue,39,1,1,2406,2406,0
719716983,Existing Customer,4,Blue,39,3,3,3257,3257,0
721461258,Existing Customer,0,Blue,39,2,2,2875,1204,0.581
711428733,Existing Customer,3,Blue,39,2,2,3028,1689,0.442
789241308,Attrited Customer,2,Blue,39,3,3,1438.3,1438.3,0
780814158,Existing Customer,3,Blue,39,4,2,2781,1789,0.357
711363258,Existing Customer,1,Blue,39,3,1,4821,4821,0
711125358,Existing Customer,3,Blue,39,4,0,1765,71,0.96
719815383,Existing Customer,4,Blue,39,4,1,2333,919,0.606
771862308,Existing Customer,1,Blue,39,3,2,5856,3849,0.343
714528258,Existing Customer,2,Blue,39,1,1,3299,2429,0.264
716666133,Existing Customer,4,Blue,39,4,1,19350,19350,0
814765533,Attrited Customer,4,Blue,39,3,3,10587,8070,0.238
718518858,Existing Customer,3,Blue,39,3,3,1844,456,0.753
716511483,Existing Customer,2,Blue,39,3,3,4752,3352,0.295
798047583,Existing Customer,4,Blue,39,3,1,1438.3,1438.3,0
709728183,Existing Customer,3,Blue,39,2,3,1438.3,1438.3,0
720892833,Existing Customer,3,Blue,39,3,2,12610,11487,0.089
708600033,Existing Customer,2,Blue,39,3,1,1610,1610,0
711717258,Existing Customer,3,Blue,39,4,1,4036,2707,0.329
710439483,Existing Customer,2,Blue,39,4,2,2581,859,0.667
717107808,Existing Customer,1,Blue,39,4,2,1438.3,220.3,0.847
767553333,Attrited Customer,3,Blue,39,3,3,8383,8383,0
817188408,Existing Customer,0,Blue,39,4,3,2795,963,0.655
719723658,Existing Customer,2,Blue,39,1,3,1768,1768,0
789070233,Existing Customer,3,Blue,39,4,3,2987,1223,0.591
778933983,Existing Customer,0,Blue,39,3,3,11249,9237,0.179
819200133,Existing Customer,3,Blue,39,4,3,2991,2349,0.215
820047858,Attrited Customer,4,Blue,39,4,2,3017,1149,0.619
790023408,Existing Customer,3,Blue,39,2,1,2915,493,0.831
709714008,Attrited Customer,1,Blue,39,3,3,9248,9248,0
795844983,Existing Customer,3,Blue,39,4,1,2851,2851,0
789637308,Attrited Customer,2,Blue,39,3,4,3076,3076,0
711994458,Existing Customer,4,Blue,39,4,0,1537,1537,0
819688458,Attrited Customer,5,Blue,39,3,2,1545,1545,0
710785383,Attrited Customer,2,Blue,39,3,1,2212,2212,0
823609383,Existing Customer,4,Blue,39,1,3,1438.3,1438.3,0
716218908,Existing Customer,4,Blue,39,1,1,2845,1926,0.323
778231983,Existing Customer,4,Blue,39,2,3,7382,6056,0.18
719633508,Existing Customer,1,Blue,39,1,1,1663,1663,0
772813458,Existing Customer,3,Blue,39,1,2,6130,4389,0.284
779380908,Attrited Customer,1,Blue,39,3,4,24462,23516,0.039
771163533,Existing Customer,1,Blue,39,2,1,1438.3,803.3,0.441
779551533,Existing Customer,3,Blue,39,3,3,1764,1764,0
813967983,Existing Customer,2,Blue,39,1,2,1701,926,0.456
720315933,Existing Customer,1,Blue,39,2,3,1982,706,0.644
715390608,Existing Customer,5,Blue,39,3,2,2867,1658,0.422
797410983,Existing Customer,3,Blue,39,2,2,1438.3,693.3,0.518
721167783,Existing Customer,4,Blue,39,3,3,7773,5308,0.317
710740008,Existing Customer,1,Blue,39,1,1,1438.3,797.3,0.446
708575058,Attrited Customer,3,Blue,39,3,2,3157,2192,0.306
716698608,Existing Customer,2,Blue,39,1,1,8924,8924,0
720513333,Existing Customer,3,Blue,39,1,3,21350,19626,0.081
719512983,Attrited Customer,4,Blue,39,3,6,1438.3,1438.3,0
772111083,Existing Customer,1,Blue,39,3,2,5384,3988,0.259
713063958,Existing Customer,1,Blue,39,1,3,7562,6482,0.143
708959583,Existing Customer,2,Blue,39,2,2,9389,8662,0.077
710308983,Existing Customer,3,Blue,39,1,3,3287,770,0.766
710630583,Existing Customer,3,Blue,39,1,1,2843,1091,0.616
717596883,Existing Customer,0,Blue,39,3,2,5530,4297,0.223
771730758,Existing Customer,1,Blue,39,3,2,5448,5448,0
770774133,Existing Customer,3,Silver,39,2,3,34516,33318,0.035
720190083,Attrited Customer,3,Blue,39,3,4,1632,1632,0
711456108,Attrited Customer,4,Blue,39,3,3,1438.3,619.3,0.569
715663458,Existing Customer,4,Blue,39,3,1,2268,1617,0.287
807946833,Attrited Customer,2,Blue,39,3,3,1791,1791,0
785237958,Attrited Customer,5,Blue,39,3,3,3439,3439,0
720154533,Existing Customer,4,Blue,39,3,2,2415,772,0.68
721374033,Existing Customer,1,Blue,39,3,3,2164,1049,0.515
799242033,Existing Customer,4,Blue,39,3,2,1438.3,276.3,0.808
715207458,Existing Customer,1,Blue,39,2,1,2029,955,0.529
714241083,Existing Customer,1,Blue,39,1,3,5455,3364,0.383
711666708,Attrited Customer,2,Blue,39,3,4,2233,443,0.802
812235108,Existing Customer,2,Blue,39,3,3,4057,3302,0.186
774588633,Existing Customer,3,Blue,39,2,3,1438.3,1438.3,0
712203333,Existing Customer,3,Blue,39,2,1,7088,5338,0.247
772313358,Existing Customer,3,Blue,39,3,2,21322,19106,0.104
819975183,Existing Customer,4,Silver,39,1,3,17077,14898,0.128
713911233,Existing Customer,3,Silver,39,2,1,18341,17281,0.058
717109983,Existing Customer,2,Blue,39,2,2,2275,137,0.94
708419733,Attrited Customer,3,Blue,39,3,2,22599,22599,0
720859533,Existing Customer,2,Blue,39,1,1,12214,9835,0.195
772404633,Existing Customer,2,Silver,39,1,2,34516,33398,0.032
710357208,Existing Customer,4,Blue,39,3,2,8561,7646,0.107
717340608,Existing Customer,3,Gold,39,1,2,34516,32643,0.054
715839708,Existing Customer,1,Blue,39,3,2,34516,32064,0.071
709238358,Existing Customer,0,Blue,39,3,2,19387,18577,0.042
712447758,Existing Customer,2,Blue,39,2,3,11901,9384,0.211
716704158,Existing Customer,1,Blue,39,3,2,34516,31999,0.073
788812608,Existing Customer,2,Blue,39,2,3,8767,7083,0.192
711183558,Existing Customer,0,Blue,39,1,3,2221,930,0.581
806694333,Existing Customer,4,Blue,39,1,1,2771,992,0.642
804601833,Existing Customer,2,Silver,39,2,3,34516,32915,0.046
750690258,Existing Customer,2,Blue,39,3,3,2821,826,0.707
709046958,Existing Customer,2,Silver,39,1,1,30379,28204,0.072
719180958,Existing Customer,2,Silver,39,2,2,21754,21754,0
714052158,Attrited Customer,2,Blue,39,3,2,11714,10765,0.081
709019283,Existing Customer,1,Blue,39,3,1,5660,3450,0.39
780384483,Attrited Customer,4,Blue,39,2,2,2886,1961,0.321
742865883,Attrited Customer,3,Blue,39,3,3,9110,6593,0.276
817908783,Existing Customer,3,Silver,39,3,1,34516,32393,0.062
715799808,Attrited Customer,0,Blue,39,3,2,3764,3764,0
721188033,Existing Customer,5,Blue,39,3,1,6797,4558,0.329
810261633,Existing Customer,4,Blue,39,2,3,9682,7955,0.178
716201883,Existing Customer,2,Silver,39,2,3,34516,33135,0.04
708873183,Existing Customer,2,Blue,39,3,2,17575,16957,0.035
766224933,Existing Customer,2,Blue,39,1,1,29528,27759,0.06
756639708,Existing Customer,2,Silver,39,1,2,32587,31595,0.03
709397508,Existing Customer,1,Blue,39,3,1,8624,6915,0.198
771244383,Existing Customer,1,Blue,39,2,1,8506,8506,0
718383183,Existing Customer,3,Blue,39,1,1,3803,1366,0.641
708332808,Existing Customer,2,Blue,39,2,2,3471,3471,0
794740458,Existing Customer,3,Silver,39,2,3,10186,8578,0.158
719767683,Attrited Customer,0,Blue,39,3,3,16983,16983,0
717992433,Existing Customer,4,Blue,39,1,2,11900,10104,0.151
710535708,Existing Customer,2,Blue,39,3,1,15894,14601,0.081
757291008,Attrited Customer,4,Blue,39,3,2,34516,34227,0.008
708963258,Attrited Customer,3,Blue,39,3,2,13344,11437,0.143
708759408,Existing Customer,3,Blue,39,3,2,4207,4207,0
716933283,Existing Customer,2,Gold,39,1,1,34516,32634,0.055
712846458,Existing Customer,4,Blue,39,3,4,14290,12858,0.1
713399583,Attrited Customer,2,Blue,39,3,4,29865,27768,0.07
788890533,Existing Customer,2,Silver,39,1,4,34516,32211,0.067
778444908,Existing Customer,2,Silver,39,2,3,34516,33072,0.042
768728508,Existing Customer,5,Gold,39,3,2,15987,14891,0.069
714860808,Existing Customer,1,Blue,39,3,2,4404,2132,0.516
715154058,Attrited Customer,0,Blue,39,3,3,4982,2465,0.505
715769958,Existing Customer,3,Blue,39,2,2,4855,2943,0.394
788779983,Existing Customer,2,Blue,39,2,3,3742,1225,0.673
824150733,Existing Customer,2,Silver,39,1,3,34516,32529,0.058
714471183,Attrited Customer,4,Blue,39,3,4,17504,17028,0.027
788658483,Existing Customer,2,Blue,38,2,3,2650,1160,0.562
788979258,Existing Customer,4,Silver,38,1,4,34516,33001,0.044
717975333,Existing Customer,2,Blue,38,2,2,25300,23970,0.053
710790258,Existing Customer,2,Blue,38,3,2,28904,27005,0.066
714070758,Existing Customer,4,Blue,38,3,0,31302,29349,0.062
708296883,Existing Customer,3,Blue,38,1,0,11749,10961,0.067
789322833,Attrited Customer,5,Blue,38,3,3,8025,8025,0
712950783,Attrited Customer,4,Blue,38,2,3,2732,2732,0
713539833,Existing Customer,4,Blue,38,1,3,8135,8135,0
712454058,Existing Customer,1,Blue,38,1,3,9364,8746,0.066
721148358,Existing Customer,3,Blue,38,2,1,12860,12860,0
803043933,Existing Customer,3,Silver,38,1,3,11127,9292,0.165
709703433,Existing Customer,3,Blue,38,1,2,21304,19772,0.072
719942883,Existing Customer,5,Blue,38,3,3,2290,856,0.626
708330858,Attrited Customer,3,Blue,38,3,3,8249,6868,0.167
711569433,Existing Customer,2,Blue,38,1,2,9648,7722,0.2
710558058,Existing Customer,3,Blue,38,3,3,4317,1800,0.583
779249583,Existing Customer,1,Blue,38,3,3,2578,116,0.955
719554758,Existing Customer,2,Blue,38,3,2,34516,32351,0.063
709864833,Existing Customer,2,Blue,38,2,0,8077,6112,0.243
710940183,Attrited Customer,3,Blue,38,3,2,2185,2185,0
794496033,Existing Customer,2,Blue,38,1,3,23008,20728,0.099
709446783,Existing Customer,4,Blue,38,3,2,4335,1855,0.572
709040508,Existing Customer,4,Blue,38,6,2,19802,17841,0.099
788779008,Existing Customer,2,Blue,38,1,2,2736,914,0.666
713865333,Attrited Customer,4,Blue,38,4,3,4908,4908,0
797707008,Attrited Customer,3,Blue,38,1,3,7222,7222,0
719781183,Existing Customer,4,Blue,38,1,3,15428,13875,0.101
780106908,Existing Customer,1,Blue,38,2,2,8154,7158,0.122
778623858,Existing Customer,0,Blue,38,3,3,3785,1850,0.511
795155433,Existing Customer,3,Blue,38,3,1,12918,11573,0.104
721301733,Existing Customer,1,Blue,38,3,2,22140,21407,0.033
716343408,Existing Customer,3,Blue,38,2,1,8475,7090,0.163
820355433,Existing Customer,3,Blue,38,1,1,2615,2615,0
717295683,Existing Customer,0,Blue,38,2,2,3460,1579,0.544
710802258,Existing Customer,2,Blue,38,3,0,2888,643,0.777
824782008,Existing Customer,3,Blue,38,1,2,10239,9729,0.05
719392833,Existing Customer,3,Blue,38,3,2,2400,787,0.672
771330558,Existing Customer,4,Blue,38,2,3,10462,8638,0.174
779216358,Attrited Customer,2,Blue,38,2,3,2111,2111,0
789611283,Existing Customer,4,Blue,38,2,3,5452,3361,0.384
787547208,Existing Customer,3,Blue,38,3,4,7326,5616,0.233
719461008,Existing Customer,2,Blue,38,3,2,22332,20584,0.078
711499158,Existing Customer,2,Silver,38,3,4,34516,33783,0.021
786557358,Existing Customer,1,Blue,38,2,4,3242,2443,0.246
778885158,Existing Customer,3,Blue,38,3,3,2472,15,0.994
718830183,Existing Customer,1,Blue,38,2,4,23996,21479,0.105
717581658,Existing Customer,2,Blue,38,1,2,2461,875,0.644
813752433,Attrited Customer,3,Blue,38,2,4,4075,2089,0.487
779951058,Existing Customer,3,Blue,38,2,4,5122,3480,0.321
720673008,Existing Customer,3,Blue,38,3,4,1652,840,0.492
804840033,Existing Customer,2,Blue,38,6,4,16611,16611,0
718627458,Existing Customer,3,Blue,38,4,2,1947,1947,0
712298883,Existing Customer,3,Blue,38,3,1,1438.3,775.3,0.461
790048158,Existing Customer,4,Blue,38,3,3,8881,7016,0.21
716059608,Existing Customer,4,Blue,38,3,3,4894,3389,0.308
789158433,Existing Customer,2,Blue,38,1,2,2497,823,0.67
779618433,Existing Customer,4,Blue,38,3,2,8327,6776,0.186
715161633,Existing Customer,4,Blue,38,3,3,7881,5364,0.319
772935108,Existing Customer,1,Silver,38,2,3,34516,33714,0.023
788896983,Existing Customer,2,Blue,38,3,2,7928,6700,0.155
721350783,Existing Customer,2,Blue,38,3,4,5660,3654,0.354
719455908,Existing Customer,3,Blue,38,3,3,31501,31501,0
716154258,Existing Customer,4,Silver,38,2,2,32658,31176,0.045
710760258,Existing Customer,3,Blue,38,3,4,1438.3,1438.3,0
715992558,Existing Customer,2,Blue,38,2,2,12878,11250,0.126
716896833,Existing Customer,1,Blue,38,1,4,11373,10054,0.116
717237708,Existing Customer,2,Blue,38,3,5,14265,12387,0.132
712513458,Existing Customer,4,Blue,38,1,4,7469,5570,0.254
